Mod:Item:MetaData, Localized Name
projectred-exploration:stone_wall:6, Sapphire Wall
projectred-exploration:stone_wall:7, Peridot Wall
projectred-exploration:stone_wall:8, Copper Wall
projectred-exploration:stone_wall:9, Tin Wall
projectred-exploration:stone_wall:10, Silver Wall
projectred-exploration:stone_wall:11, Electrotine Wall
projectred-exploration:barrel:0, Item Barrel
projectred-exploration:ruby_axe, Ruby Axe
projectred-exploration:sapphire_axe, Sapphire Axe
projectred-exploration:peridot_axe, Peridot Axe
projectred-exploration:ruby_hoe, Ruby Hoe
projectred-exploration:sapphire_hoe, Sapphire Hoe
projectred-exploration:peridot_hoe, Peridot Hoe
projectred-exploration:ruby_pickaxe, Ruby Pickaxe
projectred-exploration:sapphire_pickaxe, Sapphire Pickaxe
projectred-exploration:peridot_pickaxe, Peridot Pickaxe
projectred-exploration:ruby_shovel, Ruby Shovel
projectred-exploration:sapphire_shovel, Sapphire Shovel
projectred-exploration:peridot_shovel, Peridot Shovel
projectred-exploration:ruby_sword, Ruby Sword
projectred-exploration:sapphire_sword, Sapphire Sword
projectred-exploration:peridot_sword, Peridot Sword
projectred-exploration:golden_saw, Golden Saw
projectred-exploration:ruby_saw, Ruby Saw
projectred-exploration:sapphire_saw, Sapphire Saw
projectred-exploration:peridot_saw, Peridot Saw
projectred-exploration:wooden_sickle, Wooden Sickle
projectred-exploration:stone_sickle, Stone Sickle
projectred-exploration:iron_sickle, Iron Sickle
projectred-exploration:golden_sickle, Golden Sickle
projectred-exploration:ruby_sickle, Ruby Sickle
projectred-exploration:sapphire_sickle, Sapphire Sickle
projectred-exploration:peridot_sickle, Peridot Sickle
projectred-exploration:diamond_sickle, Diamond Sickle
projectred-exploration:ruby_helmet, Ruby Helmet
projectred-exploration:ruby_chestplate, Ruby Chestplate
projectred-exploration:ruby_leggings, Ruby Leggings
projectred-exploration:ruby_boots, Ruby Boots
projectred-exploration:sapphire_helmet, Sapphire Helmet
projectred-exploration:sapphire_chestplate, Sapphire Chestplate
projectred-exploration:sapphire_leggings, Sapphire Leggings
projectred-exploration:sapphire_boots, Sapphire Boots
projectred-exploration:peridot_helmet, Peridot Helmet
projectred-exploration:peridot_chestplate, Peridot Chestplate
projectred-exploration:peridot_leggings, Peridot Leggings
projectred-exploration:peridot_boots, Peridot Boots
reccomplex:block_selector, Block Selector
reccomplex:block_selector_floating, Floating Block Selector
reccomplex:inventory_generation_tag, Loot Generation Tag
reccomplex:inventory_generation_single_tag, Single Loot Generation Tag
reccomplex:inventory_generation_component_tag, Loot Table Component Tag
reccomplex:artifact_generation_tag, Artifact Generation Tag
reccomplex:book_generation_tag, Book Generation Tag
reccomplex:generic_space:0, Space (0 ~ Negative Space)
reccomplex:generic_space:1, Space (1 ~ Natural Air)
reccomplex:generic_space:2, Space (2)
reccomplex:generic_space:3, Space (3)
reccomplex:generic_space:4, Space (4)
reccomplex:generic_space:5, Space (5)
reccomplex:generic_space:6, Space (6)
reccomplex:generic_space:7, Space (7)
reccomplex:generic_space:8, Space (8)
reccomplex:generic_space:9, Space (9)
reccomplex:generic_space:10, Space (10)
reccomplex:generic_space:11, Space (11)
reccomplex:generic_space:12, Space (12)
reccomplex:generic_space:13, Space (13)
reccomplex:generic_space:14, Space (14)
reccomplex:generic_space:15, Space (15)
reccomplex:generic_solid:0, Solid (0 ~ Natural Floor)
reccomplex:generic_solid:1, Solid (1 ~ Barrier)
reccomplex:generic_solid:2, Solid (2)
reccomplex:generic_solid:3, Solid (3)
reccomplex:generic_solid:4, Solid (4)
reccomplex:generic_solid:5, Solid (5)
reccomplex:generic_solid:6, Solid (6)
reccomplex:generic_solid:7, Solid (7)
reccomplex:generic_solid:8, Solid (8)
reccomplex:generic_solid:9, Solid (9)
reccomplex:generic_solid:10, Solid (10)
reccomplex:generic_solid:11, Solid (11)
reccomplex:generic_solid:12, Solid (12)
reccomplex:generic_solid:13, Solid (13)
reccomplex:generic_solid:14, Solid (14)
reccomplex:generic_solid:15, Solid (15)
reccomplex:structure_generator, Structure Generator
reccomplex:maze_generator, Maze Generator
reccomplex:weighted_command_block, tile.spawn_command.name
reccomplex:spawn_script, Script Block
reccomplex:inspector, Inspector
redstonearsenal:storage:0, Fluxed Electrum Block
redstonearsenal:storage:1, Flux Crystal Block
redstonearsenal:material:0, Fluxed Electrum Blend
redstonearsenal:material:32, Fluxed Electrum Ingot
redstonearsenal:material:64, Fluxed Electrum Nugget
redstonearsenal:material:96, Fluxed Electrum Gear
redstonearsenal:material:128, Fluxed Electrum Plate
redstonearsenal:material:160, Flux Crystal
redstonearsenal:material:192, Obsidian Rod
redstonearsenal:material:193, Flux-Infused Obsidian Rod
redstonearsenal:material:224, Fluxed Armor Plating
redstonearsenal:util.quiver_flux, Flux-Infused Quiver
redstonearsenal:armor.helmet_flux, Flux-Infused Helm
redstonearsenal:armor.plate_flux, Flux-Infused Chestplate
redstonearsenal:armor.legs_flux, Flux-Infused Leggings
redstonearsenal:armor.boots_flux, Flux-Infused Boots
redstonearsenal:tool.wrench_flux, Flux-Infused OmniWrench
redstonearsenal:tool.battlewrench_flux, Flux-Infused BattleWrench
redstonearsenal:tool.sword_flux, Flux-Infused Sword
redstonearsenal:tool.shovel_flux, Flux-Infused Shovel
redstonearsenal:tool.pickaxe_flux, Flux-Infused Pickaxe
redstonearsenal:tool.axe_flux, Flux-Infused Axe
redstonearsenal:tool.bow_flux, Flux-Infused Bow
redstonearsenal:tool.fishing_rod_flux, Flux-Infused Fishing Rod
redstonearsenal:tool.sickle_flux, Flux-Infused Sickle
redstonearsenal:tool.hammer_flux, Flux-Infused Hammer
redstonearsenal:tool.excavator_flux, Flux-Infused Excavator
redstonearsenal:tool.shield_flux, Flux-Infused Shield
rewired:stub, item.rewired.stub.name
rewired:ecglass, Electrochromic Glass
rewired:canopic_jar, Preservation Tank
rewired:visor, AR Visor
rewired:shield.polymer, Polymer Riot Shield
rewired:shield.carbon, Carbon Riot Shield
rewired:shield.plasteel, Plasteel Riot Shield
rewired:necrolimb:0, Necrotic Left Arm
rewired:necrolimb:1, Necrotic Right Arm
rewired:necrolimb:2, Necrotic Left Leg
rewired:necrolimb:3, Necrotic Right Leg
rewired:hand:0, Plasteel Fist
rewired:hand:1, Projected Kinetic Barrier
rewired:foot:0, Rail Riders
rewired:skin:0, Thermopitic Camouflage
rewired:skin:1, AEGIS Defense Matrix
rewired:skin:2, Endermal Remote Storage Pouch
rewired:torso:0, D.E.R.P.S.
rewired:torso:1, Cyberstomach
rewired:cranium:0, Ender-Convergence Device
rewired:cranium:1, Neural Interlink
rewired:powerbar, Charge Power Bar
rewired:energydrink, Silver Gorgon Energy Drink
rewired:meat_raw, Raw Meat
rewired:meat_cooked, Cooked Meat
thermaldynamics:duct_0:0, Leadstone Fluxduct
thermaldynamics:duct_0:1, Hardened Fluxduct
thermaldynamics:duct_0:2, Redstone Energy Fluxduct
thermaldynamics:duct_0:3, Signalum Fluxduct
thermaldynamics:duct_0:4, Resonant Fluxduct
thermaldynamics:duct_0:5, Cryo-Stabilized Fluxduct
thermaldynamics:duct_0:6, Redstone Energy Fluxduct (Empty)
thermaldynamics:duct_0:7, Signalum Fluxduct (Empty)
thermaldynamics:duct_0:8, Resonant Fluxduct (Empty)
thermaldynamics:duct_0:9, Cryo-Stabilized Fluxduct (Empty)
thermaldynamics:duct_16:0, Fluiduct
thermaldynamics:duct_16:1, Fluiduct (Opaque)
thermaldynamics:duct_16:2, Hardened Fluiduct
thermaldynamics:duct_16:3, Hardened Fluiduct (Opaque)
thermaldynamics:duct_16:4, Signalum-Plated Fluiduct
thermaldynamics:duct_16:5, Signalum-Plated Fluiduct (Opaque)
thermaldynamics:duct_16:6, Super-Laminar Fluiduct
thermaldynamics:duct_16:7, Super-Laminar Fluiduct (Opaque)
thermaldynamics:duct_32:0, Vacuum Itemduct
thermaldynamics:duct_32:0, Dense Itemduct
thermaldynamics:duct_32:0, Itemduct
thermaldynamics:duct_32:1, Vacuum Itemduct (Opaque)
thermaldynamics:duct_32:1, Dense Itemduct (Opaque)
thermaldynamics:duct_32:1, Itemduct (Opaque)
thermaldynamics:duct_32:2, Vacuum Impulse Itemduct
thermaldynamics:duct_32:2, Dense Impulse Itemduct
thermaldynamics:duct_32:2, Impulse Itemduct
thermaldynamics:duct_32:3, Vacuum Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Dense Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Impulse Itemduct (Opaque)
thermaldynamics:duct_32:4, Vacuum Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Dense Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Signalum-Plated Itemduct
thermaldynamics:duct_32:5, Vacuum Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Dense Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:6, Vacuum Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Dense Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:7, Vacuum Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Dense Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_48:0, Structuralduct
thermaldynamics:duct_64:0, Viaduct
thermaldynamics:duct_64:1, Long Range Viaduct
thermaldynamics:duct_64:2, Long Range Linking Viaduct
thermaldynamics:duct_64:3, Viaduct (Untreated)
thermaldynamics:servo:0, Servo
thermaldynamics:servo:1, Hardened Servo
thermaldynamics:servo:2, Reinforced Servo
thermaldynamics:servo:3, Signalum Servo
thermaldynamics:servo:4, Resonant Servo
thermaldynamics:filter:0, Filter
thermaldynamics:filter:1, Hardened Filter
thermaldynamics:filter:2, Reinforced Filter
thermaldynamics:filter:3, Signalum Filter
thermaldynamics:filter:4, Resonant Filter
thermaldynamics:retriever:0, Retriever
thermaldynamics:retriever:1, Hardened Retriever
thermaldynamics:retriever:2, Reinforced Retriever
thermaldynamics:retriever:3, Signalum Retriever
thermaldynamics:retriever:4, Resonant Retriever
thermaldynamics:relay:0, Redstone Relay
thermaldynamics:cover:0, Stone Cover
thermaldynamics:cover:0, Granite Cover
thermaldynamics:cover:0, Polished Granite Cover
thermaldynamics:cover:0, Diorite Cover
thermaldynamics:cover:0, Polished Diorite Cover
thermaldynamics:cover:0, Andesite Cover
thermaldynamics:cover:0, Polished Andesite Cover
thermaldynamics:cover:0, Grass Block Cover
thermaldynamics:cover:0, Dirt Cover
thermaldynamics:cover:0, Coarse Dirt Cover
thermaldynamics:cover:0, Podzol Cover
thermaldynamics:cover:0, Cobblestone Cover
thermaldynamics:cover:0, Oak Wood Planks Cover
thermaldynamics:cover:0, Spruce Wood Planks Cover
thermaldynamics:cover:0, Birch Wood Planks Cover
thermaldynamics:cover:0, Jungle Wood Planks Cover
thermaldynamics:cover:0, Acacia Wood Planks Cover
thermaldynamics:cover:0, Dark Oak Wood Planks Cover
thermaldynamics:cover:0, Bedrock Cover
thermaldynamics:cover:0, Sand Cover
thermaldynamics:cover:0, Red Sand Cover
thermaldynamics:cover:0, Gravel Cover
thermaldynamics:cover:0, Gold Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Coal Ore Cover
thermaldynamics:cover:0, Oak Wood Cover
thermaldynamics:cover:0, Spruce Wood Cover
thermaldynamics:cover:0, Birch Wood Cover
thermaldynamics:cover:0, Jungle Wood Cover
thermaldynamics:cover:0, Oak Leaves Cover
thermaldynamics:cover:0, Spruce Leaves Cover
thermaldynamics:cover:0, Birch Leaves Cover
thermaldynamics:cover:0, Jungle Leaves Cover
thermaldynamics:cover:0, Sponge Cover
thermaldynamics:cover:0, Wet Sponge Cover
thermaldynamics:cover:0, Glass Cover
thermaldynamics:cover:0, Lapis Lazuli Ore Cover
thermaldynamics:cover:0, Lapis Lazuli Block Cover
thermaldynamics:cover:0, Sandstone Cover
thermaldynamics:cover:0, Chiseled Sandstone Cover
thermaldynamics:cover:0, Smooth Sandstone Cover
thermaldynamics:cover:0, White Wool Cover
thermaldynamics:cover:0, Orange Wool Cover
thermaldynamics:cover:0, Magenta Wool Cover
thermaldynamics:cover:0, Light Blue Wool Cover
thermaldynamics:cover:0, Yellow Wool Cover
thermaldynamics:cover:0, Lime Wool Cover
thermaldynamics:cover:0, Pink Wool Cover
thermaldynamics:cover:0, Gray Wool Cover
thermaldynamics:cover:0, Light Gray Wool Cover
thermaldynamics:cover:0, Cyan Wool Cover
thermaldynamics:cover:0, Purple Wool Cover
thermaldynamics:cover:0, Blue Wool Cover
thermaldynamics:cover:0, Brown Wool Cover
thermaldynamics:cover:0, Green Wool Cover
thermaldynamics:cover:0, Red Wool Cover
thermaldynamics:cover:0, Black Wool Cover
thermaldynamics:cover:0, Block of Gold Cover
thermaldynamics:cover:0, Block of Iron Cover
thermaldynamics:cover:0, Stone Slab Cover
thermaldynamics:cover:0, Sandstone Slab Cover
thermaldynamics:cover:0, Cobblestone Slab Cover
thermaldynamics:cover:0, Bricks Slab Cover
thermaldynamics:cover:0, Stone Bricks Slab Cover
thermaldynamics:cover:0, Nether Brick Slab Cover
thermaldynamics:cover:0, Quartz Slab Cover
thermaldynamics:cover:0, Bricks Cover
thermaldynamics:cover:0, TNT Cover
thermaldynamics:cover:0, Bookshelf Cover
thermaldynamics:cover:0, Moss Stone Cover
thermaldynamics:cover:0, Obsidian Cover
thermaldynamics:cover:0, Oak Wood Stairs Cover
thermaldynamics:cover:0, Diamond Ore Cover
thermaldynamics:cover:0, Block of Diamond Cover
thermaldynamics:cover:0, §7Crafting Table Cover
thermaldynamics:cover:0, Cobblestone Stairs Cover
thermaldynamics:cover:0, Redstone Ore Cover
thermaldynamics:cover:0, Ice Cover
thermaldynamics:cover:0, Snow Cover
thermaldynamics:cover:0, Cactus Cover
thermaldynamics:cover:0, Clay Cover
thermaldynamics:cover:0, Pumpkin Cover
thermaldynamics:cover:0, Netherrack Cover
thermaldynamics:cover:0, Soul Sand Cover
thermaldynamics:cover:0, Glowstone Cover
thermaldynamics:cover:0, Jack o'Lantern Cover
thermaldynamics:cover:0, White Stained Glass Cover
thermaldynamics:cover:0, Orange Stained Glass Cover
thermaldynamics:cover:0, Magenta Stained Glass Cover
thermaldynamics:cover:0, Light Blue Stained Glass Cover
thermaldynamics:cover:0, Yellow Stained Glass Cover
thermaldynamics:cover:0, Lime Stained Glass Cover
thermaldynamics:cover:0, Pink Stained Glass Cover
thermaldynamics:cover:0, Gray Stained Glass Cover
thermaldynamics:cover:0, Light Gray Stained Glass Cover
thermaldynamics:cover:0, Cyan Stained Glass Cover
thermaldynamics:cover:0, Purple Stained Glass Cover
thermaldynamics:cover:0, Blue Stained Glass Cover
thermaldynamics:cover:0, Brown Stained Glass Cover
thermaldynamics:cover:0, Green Stained Glass Cover
thermaldynamics:cover:0, Red Stained Glass Cover
thermaldynamics:cover:0, Black Stained Glass Cover
thermaldynamics:cover:0, Stone Monster Egg Cover
thermaldynamics:cover:0, Cobblestone Monster Egg Cover
thermaldynamics:cover:0, Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Mossy Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Cracked Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Chiseled Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Stone Bricks Cover
thermaldynamics:cover:0, Mossy Stone Bricks Cover
thermaldynamics:cover:0, Cracked Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Stone Bricks Cover
thermaldynamics:cover:0, Iron Bars Cover
thermaldynamics:cover:0, Glass Pane Cover
thermaldynamics:cover:0, Melon Cover
thermaldynamics:cover:0, Brick Stairs Cover
thermaldynamics:cover:0, Stone Brick Stairs Cover
thermaldynamics:cover:0, Mycelium Cover
thermaldynamics:cover:0, Nether Brick Cover
thermaldynamics:cover:0, Nether Brick Stairs Cover
thermaldynamics:cover:0, End Portal Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Redstone Lamp Cover
thermaldynamics:cover:0, Oak Wood Slab Cover
thermaldynamics:cover:0, Spruce Wood Slab Cover
thermaldynamics:cover:0, Birch Wood Slab Cover
thermaldynamics:cover:0, Jungle Wood Slab Cover
thermaldynamics:cover:0, Acacia Wood Slab Cover
thermaldynamics:cover:0, Dark Oak Wood Slab Cover
thermaldynamics:cover:0, Sandstone Stairs Cover
thermaldynamics:cover:0, Emerald Ore Cover
thermaldynamics:cover:0, Tripwire Hook Cover
thermaldynamics:cover:0, Block of Emerald Cover
thermaldynamics:cover:0, Spruce Wood Stairs Cover
thermaldynamics:cover:0, Birch Wood Stairs Cover
thermaldynamics:cover:0, Jungle Wood Stairs Cover
thermaldynamics:cover:0, Block of Redstone Cover
thermaldynamics:cover:0, Nether Quartz Ore Cover
thermaldynamics:cover:0, Block of Quartz Cover
thermaldynamics:cover:0, Chiseled Quartz Block Cover
thermaldynamics:cover:0, Pillar Quartz Block Cover
thermaldynamics:cover:0, Quartz Stairs Cover
thermaldynamics:cover:0, White Terracotta Cover
thermaldynamics:cover:0, Orange Terracotta Cover
thermaldynamics:cover:0, Magenta Terracotta Cover
thermaldynamics:cover:0, Light Blue Terracotta Cover
thermaldynamics:cover:0, Yellow Terracotta Cover
thermaldynamics:cover:0, Lime Terracotta Cover
